YearMonth,PracticeCode,NumberOfPatients
202312,B86050,20604
202312,B86051,14703
202312,B86052,11468
202312,B86054,6327
202312,B86055,6478
202312,B86057,19055
202312,B86059,15909
202312,B86060,10709
202312,B86061,5151
202312,B86062,8445
202312,B86064,16563
202312,B86066,14051
202312,B86067,17298
202312,B86068,7755
202312,B86069,14397
202312,B86070,4543
202312,B86071,8590
202312,B86075,12999
202312,B86081,15074
202312,B86086,7716
202312,B86089,5921
202312,B86092,6612
202312,B86093,5801
202312,B86094,4842
202312,B86096,5547
202312,B86100,7639
202312,B86101,3453
202312,B86103,4172
202312,B86104,16324
202312,B86106,7217
202312,B86108,5948
202312,B86109,7414
202312,B86110,44446
202312,B86623,5376
202312,B86625,4238
202312,B86642,2989
202312,B86643,3670
202312,B86648,2363
202312,B86655,1892
202312,B86658,10500
202312,B86666,5317
202312,B86667,7797
202312,B86669,2363
202312,B86672,6505
202312,B86673,3222
202312,B86675,4789
202312,B86678,2775
202312,B87001,9442
202312,B87002,11060
202312,B87003,10748
202312,B87004,11445
202312,B87005,11534
202312,B87006,11017
202312,B87007,14339
202312,B87008,13772
202312,B87009,6273
202312,B87011,13366
202312,B87012,9410
202312,B87013,14095
202312,B87015,7998
202312,B87016,24031
202312,B87017,27044
202312,B87018,11210
202312,B87019,7156
202312,B87020,13678
202312,B87021,12438
202312,B87022,8664
202312,B87025,7910
202312,B87026,14641
202312,B87027,13943
202312,B87028,10958
202312,B87030,31756
202312,B87031,21656
202312,B87032,8024
202312,B87033,4668
202312,B87036,4327
202312,B87039,15530
202312,B87042,5544
202312,B87044,2424
202312,B87602,3069
202312,B87604,2615
202312,C81001,11370
202312,C81002,12388
202312,C81003,10144
202312,C81004,10332
202312,C81005,16778
202312,C81006,22235
202312,C81007,11701
202312,C81008,9679
202312,C81009,16113
202312,C81010,13248
202312,C81012,15732
202312,C81013,4660
202312,C81014,11705
202312,C81015,11968
202312,C81016,8816
202312,C81017,9143
202312,C81018,8940
202312,C81020,10459
202312,C81021,15180
202312,C81022,4047
202312,C81023,8009
202312,C81025,10306
202312,C81026,6423
202312,C81027,7781
202312,C81028,7354
202312,C81029,17108
202312,C81030,8755
202312,C81031,9064
202312,C81032,13959
202312,C81033,16147
202312,C81034,10698
202312,C81035,11744
202312,C81036,5140
202312,C81037,10197
202312,C81038,12520
202312,C81039,3517
202312,C81040,7699
202312,C81041,11661
202312,C81042,12928
202312,C81044,8344
202312,C81045,13282
202312,C81046,4683
202312,C81047,11328
202312,C81048,11088
202312,C81049,9696
202312,C81050,9407
202312,C81051,28226
202312,C81052,7370
202312,C81053,10702
202312,C81054,34657
202312,C81055,4499
202312,C81056,6416
202312,C81057,10114
202312,C81058,8641
202312,C81059,6075
202312,C81060,10727
202312,C81061,18381
202312,C81062,8991
202312,C81063,9490
202312,C81064,12691
202312,C81065,8797
202312,C81066,11721
202312,C81067,9578
202312,C81068,12583
202312,C81069,13254
202312,C81070,4000
202312,C81071,14136
202312,C81072,30737
202312,C81073,12190
202312,C81074,6406
202312,C81075,5208
202312,C81077,3524
202312,C81080,8332
202312,C81081,16944
202312,C81082,3251
202312,C81083,16942
202312,C81084,20887
202312,C81086,8251
202312,C81089,5991
202312,C81091,8547
202312,C81092,5669
202312,C81094,7980
202312,C81095,4961
202312,C81096,5656
202312,C81097,6421
202312,C81099,10822
202312,C81101,8380
202312,C81106,7013
202312,C81108,15611
202312,C81110,11751
202312,C81113,6322
202312,C81114,13074
202312,C81115,5102
202312,C81118,8200
202312,C81604,4079
202312,C81611,2380
202312,C81615,2218
202312,C81616,5255
202312,C81634,4537
202312,C81638,3782
202312,C81640,3766
202312,C81647,4229
202312,C81649,7685
202312,C81652,4936
202312,C81653,4521
202312,C81655,3648
202312,C81658,7199
202312,C81662,8250
202312,C82001,24696
202312,C82002,11036
202312,C82003,11522
202312,C82005,10939
202312,C82007,10467
202312,C82008,8527
202312,C82009,28731
202312,C82010,15117
202312,C82011,12162
202312,C82012,11636
202312,C82013,12567
202312,C82014,17955
202312,C82016,7103
202312,C82017,15717
202312,C82018,13781
202312,C82019,5929
202312,C82020,21179
202312,C82021,8200
202312,C82022,7273
202312,C82024,21155
202312,C82025,10837
202312,C82026,8138
202312,C82027,7747
202312,C82028,7160
202312,C82030,6805
202312,C82031,14857
202312,C82032,7588
202312,C82033,11716
202312,C82034,9434
202312,C82035,7877
202312,C82037,10623
202312,C82038,36654
202312,C82039,10790
202312,C82040,8805
202312,C82041,12746
202312,C82042,12969
202312,C82043,11374
202312,C82044,9683
202312,C82045,7945
202312,C82046,17248
202312,C82047,10639
202312,C82048,4723
202312,C82050,14013
202312,C82051,11719
202312,C82052,3900
202312,C82053,11188
202312,C82054,11976
202312,C82055,14426
202312,C82056,14221
202312,C82059,1794
202312,C82060,4134
202312,C82061,14492
202312,C82062,8709
202312,C82063,12650
202312,C82064,12191
202312,C82066,16350
202312,C82067,8827
202312,C82068,12246
202312,C82070,10645
202312,C82071,13410
202312,C82072,8277
202312,C82073,14673
202312,C82075,10701
202312,C82076,7421
202312,C82077,12541
202312,C82078,11914
202312,C82079,7120
202312,C82080,4831
202312,C82082,5293
202312,C82084,3560
202312,C82086,10351
202312,C82088,10126
202312,C82091,9183
202312,C82092,4277
202312,C82093,12435
202312,C82094,6869
202312,C82095,9247
202312,C82096,9757
202312,C82097,2253
202312,C82098,7395
202312,C82099,4565
202312,C82100,5914
202312,C82102,4883
202312,C82103,7602
202312,C82107,7954
202312,C82109,4949
202312,C82111,18151
202312,C82112,10720
202312,C82114,2554
202312,C82116,4555
202312,C82119,3017
202312,C82120,3683
202312,C82121,14762
202312,C82124,26386
202312,C82600,6051
202312,C82610,6673
202312,C82611,6693
202312,C82614,4615
202312,C82620,2126
202312,C82624,8529
202312,C82627,7297
202312,C82628,3560
202312,C82631,7136
202312,C82634,5216
202312,C82639,11086
202312,C82642,10086
202312,C82643,13817
202312,C82644,4776
202312,C82649,5408
202312,C82650,5153
202312,C82651,3834
202312,C82653,1887
202312,C82656,2783
202312,C82659,2867
202312,C82660,6597
202312,C82662,7783
202312,C82667,7623
202312,C82669,4388
202312,C82670,886
202312,C82671,7293
202312,C82676,6917
202312,C82678,6223
202312,C82680,5044
202312,C83001,29455
202312,C83002,9013
202312,C83003,21689
202312,C83004,11384
202312,C83005,7468
202312,C83007,27281
202312,C83008,7107
202312,C83009,8865
202312,C83010,19230
202312,C83011,12062
202312,C83013,7988
202312,C83014,10503
202312,C83015,8654
202312,C83018,12117
202312,C83019,21642
202312,C83020,9705
202312,C83022,22121
202312,C83023,17354
202312,C83024,3607
202312,C83025,18200
202312,C83026,24016
202312,C83027,10107
202312,C83028,7826
202312,C83029,5249
202312,C83030,5107
202312,C83031,12607
202312,C83032,7060
202312,C83033,3678
202312,C83035,11935
202312,C83036,8101
202312,C83037,9673
202312,C83038,8273
202312,C83039,5561
202312,C83040,14792
202312,C83041,7789
202312,C83042,6760
202312,C83043,10560
202312,C83044,12072
202312,C83045,17065
202312,C83046,5970
202312,C83048,13600
202312,C83049,9724
202312,C83051,8627
202312,C83052,3827
202312,C83053,2491
202312,C83054,15180
202312,C83055,6026
202312,C83056,14340
202312,C83057,8099
202312,C83058,8354
202312,C83059,13623
202312,C83060,16739
202312,C83061,9064
202312,C83062,5668
202312,C83063,16064
202312,C83064,14324
202312,C83065,8602
202312,C83067,6681
202312,C83072,10074
202312,C83073,7593
202312,C83074,4583
202312,C83075,9813
202312,C83078,9056
202312,C83079,5838
202312,C83080,5967
202312,C83082,10351
202312,C83083,7703
202312,C83085,13139
202312,C83611,6968
202312,C83613,5200
202312,C83614,3602
202312,C83617,9047
202312,C83626,10210
202312,C83634,4663
202312,C83635,5466
202312,C83641,4145
202312,C83643,2380
202312,C83649,5126
202312,C83650,3908
202312,C83653,3735
202312,C84001,30396
202312,C84004,9669
202312,C84005,27270
202312,C84008,5893
202312,C84009,13938
202312,C84010,18617
202312,C84011,9200
202312,C84012,12533
202312,C84013,14963
202312,C84014,10986
202312,C84016,15965
202312,C84017,26400
202312,C84018,12292
202312,C84019,13032
202312,C84020,7192
202312,C84021,13295
202312,C84023,41981
202312,C84024,30056
202312,C84025,7569
202312,C84026,12705
202312,C84028,7296
202312,C84029,21178
202312,C84030,11238
202312,C84031,2971
202312,C84032,18963
202312,C84033,8922
202312,C84034,8772
202312,C84035,11609
202312,C84036,17788
202312,C84037,12542
202312,C84039,12555
202312,C84042,7435
202312,C84043,12904
202312,C84044,10283
202312,C84045,7896
202312,C84046,8772
202312,C84047,10053
202312,C84049,12317
202312,C84051,19509
202312,C84053,16496
202312,C84055,11263
202312,C84057,4098
202312,C84059,12326
202312,C84060,8845
202312,C84061,9602
202312,C84063,8688
202312,C84064,9764
202312,C84065,5140
202312,C84066,10814
202312,C84067,5763
202312,C84069,13579
202312,C84072,10737
202312,C84074,4783
202312,C84076,3987
202312,C84077,18468
202312,C84078,13387
202312,C84080,13544
202312,C84081,6790
202312,C84084,8367
202312,C84085,10048
202312,C84086,14426
202312,C84087,5936
202312,C84090,9762
202312,C84091,8824
202312,C84092,5309
202312,C84094,22862
202312,C84095,7160
202312,C84101,3751
202312,C84103,3949
202312,C84105,6529
202312,C84106,8711
202312,C84107,7336
202312,C84112,3839
202312,C84113,7186
202312,C84115,8514
202312,C84116,8445
202312,C84117,22804
202312,C84120,15964
202312,C84122,10104
202312,C84123,4002
202312,C84127,472
202312,C84129,9407
202312,C84131,7994
202312,C84136,4839
202312,C84140,5021
202312,C84142,5324
202312,C84144,4979
202312,C84150,4572
202312,C84151,3106
202312,C84605,17324
202312,C84613,12368
202312,C84619,6955
202312,C84621,5100
202312,C84624,5595
202312,C84628,7964
202312,C84629,4550
202312,C84637,6664
202312,C84646,6719
202312,C84654,4201
202312,C84656,8083
202312,C84658,9630
202312,C84660,4470
202312,C84664,5138
202312,C84667,5293
202312,C84676,7747
202312,C84679,4231
202312,C84682,4942
202312,C84683,10897
202312,C84691,8538
202312,C84692,2691
202312,C84693,5278
202312,C84694,4212
202312,C84695,4216
202312,C84696,5151
202312,C84703,6602
202312,C84704,7137
202312,C84705,7477
202312,C84714,7221
202312,C84720,35
202312,C85001,4430
202312,C85003,12756
202312,C85004,16792
202312,C85005,7573
202312,C85006,5269
202312,C85007,10784
202312,C85008,12974
202312,C85009,6961
202312,C85010,17102
202312,C85013,11056
202312,C85014,9646
202312,C85016,11393
202312,C85017,11878
202312,C85018,7392
202312,C85019,10715
202312,C85020,12920
202312,C85022,12778
202312,C85023,11043
202312,C85024,6428
202312,C85028,4239
202312,C85030,10102
202312,C85033,11826
202312,C85614,3973
202312,C85619,8370
202312,C85622,2255
202312,C85623,4867
202312,C86001,16535
202312,C86002,8337
202312,C86003,9492
202312,C86005,4882
202312,C86006,10361
202312,C86007,16556
202312,C86009,7420
202312,C86011,13772
202312,C86012,5648
202312,C86013,8726
202312,C86015,8292
202312,C86016,9031
202312,C86017,14138
202312,C86018,10062
202312,C86019,15929
202312,C86020,8886
202312,C86021,6093
202312,C86023,14107
202312,C86024,11853
202312,C86025,6865
202312,C86026,4990
202312,C86029,14360
202312,C86032,5627
202312,C86033,5347
202312,C86034,7513
202312,C86037,9637
202312,C86038,9217
202312,C86605,7606
202312,C86606,2364
202312,C86609,20500
202312,C86611,6409
202312,C86614,9618
202312,C86616,3614
202312,C86621,4569
202312,C86625,1673
202312,C86626,2589
202312,C87002,20718
202312,C87003,11353
202312,C87004,11750
202312,C87005,18461
202312,C87006,14655
202312,C87007,11590
202312,C87008,16257
202312,C87009,10491
202312,C87010,4686
202312,C87012,15201
202312,C87013,6475
202312,C87014,8469
202312,C87015,6816
202312,C87016,12273
202312,C87017,13209
202312,C87018,7947
202312,C87020,5258
202312,C87022,8400
202312,C87024,3894
202312,C87029,12035
202312,C87030,9451
202312,C87031,3904
202312,C87603,3861
202312,C87604,5760
202312,C87608,5799
202312,C87616,6284
202312,C87620,7007
202312,C87622,10115
202312,C88005,16118
202312,C88006,5397
202312,C88007,29535
202312,C88008,14954
202312,C88009,6029
202312,C88010,14116
202312,C88011,4809
202312,C88014,8965
202312,C88015,18978
202312,C88016,13366
202312,C88018,8877
202312,C88019,8666
202312,C88020,7437
202312,C88021,7442
202312,C88022,4862
202312,C88023,9892
202312,C88025,9001
202312,C88026,14115
202312,C88027,5016
202312,C88028,9621
202312,C88030,8255
202312,C88031,13136
202312,C88032,5757
202312,C88034,9182
202312,C88035,10297
202312,C88036,10602
202312,C88037,13488
202312,C88038,6586
202312,C88039,8612
202312,C88040,5958
202312,C88041,12182
202312,C88043,10863
202312,C88044,5249
202312,C88045,8957
202312,C88046,7242
202312,C88047,7834
202312,C88048,7763
202312,C88049,5930
202312,C88050,3696
202312,C88051,8488
202312,C88052,10654
202312,C88053,4149
202312,C88054,7984
202312,C88059,2597
202312,C88060,4453
202312,C88062,4855
202312,C88069,15611
202312,C88070,7899
202312,C88072,12174
202312,C88073,5610
202312,C88074,5142
202312,C88076,8456
202312,C88077,7619
202312,C88078,6949
202312,C88079,8652
202312,C88082,3321
202312,C88083,2490
202312,C88084,3272
202312,C88085,9529
202312,C88086,2663
202312,C88087,9126
202312,C88088,7175
202312,C88090,8136
202312,C88091,2477
202312,C88092,9425
202312,C88095,5566
202312,C88622,2611
202312,C88627,43868
202312,C88631,1464
202312,C88647,10735
202312,C88648,6950
202312,C88652,3809
202312,C88655,1148
202312,D81001,13813
202312,D81002,23000
202312,D81003,10761
202312,D81004,13645
202312,D81005,16801
202312,D81008,20385
202312,D81010,11781
202312,D81011,10159
202312,D81012,10877
202312,D81013,21375
202312,D81014,24011
202312,D81015,7502
202312,D81016,12889
202312,D81017,8338
202312,D81018,8486
202312,D81021,12427
202312,D81022,17451
202312,D81023,13797
202312,D81025,10381
202312,D81026,31176
202312,D81027,7898
202312,D81028,12553
202312,D81029,13167
202312,D81030,15317
202312,D81031,19628
202312,D81033,4900
202312,D81034,17575
202312,D81035,9647
202312,D81036,5382
202312,D81037,11742
202312,D81038,7228
202312,D81041,6758
202312,D81042,5916
202312,D81043,58177
202312,D81044,14155
202312,D81045,10147
202312,D81046,19396
202312,D81047,8206
202312,D81049,11403
202312,D81050,16704
202312,D81051,9204
202312,D81052,9523
202312,D81054,22416
202312,D81055,5869
202312,D81056,7467
202312,D81057,21603
202312,D81058,7634
202312,D81059,7365
202312,D81060,7501
202312,D81061,12071
202312,D81062,7805
202312,D81064,6592
202312,D81065,6612
202312,D81066,10294
202312,D81070,11446
202312,D81073,5872
202312,D81078,4059
202312,D81081,4818
202312,D81082,7826
202312,D81084,11524
202312,D81085,7546
202312,D81086,7902
202312,D81602,3752
202312,D81603,7629
202312,D81606,13777
202312,D81607,3477
202312,D81611,13134
202312,D81612,5090
202312,D81615,11457
202312,D81618,3841
202312,D81622,13053
202312,D81625,30754
202312,D81629,5952
202312,D81630,11438
202312,D81631,15234
202312,D81633,11172
202312,D81637,12972
202312,D81645,2914
202312,D82001,14206
202312,D82002,12840
202312,D82003,25054
202312,D82004,12195
202312,D82005,9390
202312,D82006,9046
202312,D82007,25195
202312,D82008,18675
202312,D82009,7440
202312,D82010,5270
202312,D82011,17646
202312,D82012,14236
202312,D82013,8134
202312,D82015,8531
202312,D82016,10146
202312,D82017,11140
202312,D82018,11083
202312,D82019,19799
202312,D82020,11055
202312,D82022,7214
202312,D82023,14357
202312,D82024,8162
202312,D82025,10069
202312,D82026,8764
202312,D82027,7603
202312,D82028,5921
202312,D82029,18708
202312,D82030,9006
202312,D82031,8255
202312,D82032,7942
202312,D82034,18492
202312,D82035,10919
202312,D82036,8933
202312,D82037,11321
202312,D82038,3270
202312,D82039,8671
202312,D82040,12665
202312,D82041,11120
202312,D82042,8708
202312,D82043,6837
202312,D82044,30931
202312,D82045,19480
202312,D82046,4466
202312,D82047,7226
202312,D82048,12085
202312,D82049,3656
202312,D82050,8974
202312,D82051,17416
202312,D82053,5792
202312,D82054,15569
202312,D82056,9687
202312,D82057,7518
202312,D82058,17637
202312,D82059,11945
202312,D82060,4821
202312,D82062,8866
202312,D82063,14386
202312,D82064,22249
202312,D82065,7727
202312,D82066,6700
202312,D82067,14429
202312,D82068,7740
202312,D82070,6442
202312,D82071,14816
202312,D82072,4019
202312,D82073,14297
202312,D82076,8627
202312,D82078,9809
202312,D82079,5534
202312,D82080,8413
202312,D82084,7898
202312,D82085,7517
202312,D82087,6930
202312,D82088,21015
202312,D82096,8493
202312,D82099,17228
202312,D82100,4466
202312,D82104,9583
202312,D82105,7540
202312,D82106,5778
202312,D82600,1868
202312,D82604,3399
202312,D82618,6214
202312,D82621,6366
202312,D82624,7922
202312,D82628,3845
202312,D83001,10625
202312,D83002,15178
202312,D83003,5206
202312,D83004,10465
202312,D83005,14150
